product_id,product_name,provider,product_type,min_age,max_age,income_limit_manwon,requires_no_home,principal_preferential_limit_manwon,advertised_max_rate_pct,recommended_section,reduces_current_housing_cost,availability_status,official_url,notes
youth_housing_dream_savings,청년 주택드림 청약통장,주택도시기금·KB국민은행,housing_subscription_savings,19,34,5000,True,5000,4.5,future_asset_plan,False,needs_current_verification,https://obank.kbstar.com/quics?page=C016613&cc=b061496:b061645&isNew=N&prcode=DP01000935,현재 매물의 보증금 부족액이나 월 주거비를 줄이는 상품으로 사용하지 않고 미래 준비 항목에 표시.
