policy_id,policy_name,provider,policy_type,min_age,max_age,income_rule_json,asset_rule_json,deposit_limit_manwon,monthly_rent_limit_manwon,support_monthly_max_manwon,support_months_max,support_total_max_manwon,application_start,application_end,announcement_date,availability_status,can_apply_to_current_cost,official_url,notes
youth_monthly_rent_special_support_2026,청년월세 특별지원,국토교통부·복지로,monthly_rent_cash_support,19,34,"{""youth_household_median_income_ratio_max"": 0.6, ""original_family_median_income_ratio_max"": 1.0}","{""youth_household_assets_max_manwon"": 12200, ""original_family_assets_max_manwon"": 47000}",,,20,24,480,2026-03-30,2026-05-29,2026-09-14,application_closed,False,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004661,현재 조사자료 기준 신청기간이 종료되어 현재 주거비에서 지원액을 차감하면 안 됨.
